country,lat,long,confirmed,deaths,recovered,color
Barbados,[13.1939],[-59.5432],0.3552218300169339,0.06891344770447977,0.8540714209646344,"[0.3415342517849933, 0.03555867688800955, 0.8511622249796921, 0.9999999999999998]"
Belarus,[53.7098],[27.9534],0.7243302652372114,0.02844941894503459,0.9366773787533176,"[0.7167091101800698, 0.049977491316948446, 0.9415487434451034, 0.9999999999999998]"
Belgium,"[51.2195, 50.8503, 51.0362, 50.9167, 50.5257, 50.4496, 50.9739, 50.0547, 50.331, nan, 50.4, 51.0536]","[4.4024, 4.3517, 3.7373, 4.5833, 4.0621, 5.8492, 5.342, 5.4677, 4.8221, nan, 4.35, 3.1458]",0.7948109591673894,0.11695147417573293,0.0,"[0.7643185859600279, 0.06556379933367992, 0.06010493846658323, 0.9999999999999997]"
Belize,[17.1899],[-88.4976],0.5515945087955532,0.08936376604539002,0.941631857084801,"[0.5735935257967075, 0.06704268418405628, 0.9345759704063837, 0.9999999999999998]"
Benin,[9.3077],[2.3158],0.48026902762877693,0.05273953642460245,0.9572136493231027,"[0.4838186681296027, 0.07030812993443392, 0.9445131529657241, 0.9999999999999998]"
Bhutan,[27.5142],[90.4336],0.3899789105471818,0.0,0.7082338756228901,"[0.3945232389127573, 0.05915502764261937, 0.7669206423285337, 0.9999999999999998]"
Bolivia,[-16.2902],[-63.5887],0.7123956598078495,0.2163014510431882,0.8645639357304276,"[0.7439836856304094, 0.22170563123095546, 0.8576423872750673, 0.9999999999999998]"
Bosnia and Herzegovina,[43.9159],[17.6791],0.6905316284839506,0.1403960687390104,0.7593304383961857,"[0.7244558627020385, 0.13784927680223813, 0.8038031316168708, 0.9999999999999998]"
Botswana,[-22.3285],[24.6849],0.570286512364303,0.011113444403578858,0.8637189114453088,"[0.5610746230206656, 0.06465019724532929, 0.8623835892650369, 0.9999999999999998]"
Brazil,"[-9.0238, -9.5713, 0.902, -3.4168, -12.5797, -5.4984, -15.7998, -19.1834, -15.827, -4.9609, -12.6819, -20.7722, -18.5122, -1.9981, -7.24, -25.2521, -8.8137, -7.7183, -5.4026, -30.0346, -22.9068, -11.5057, -2.7376, -27.2423, -23.5505, -10.5741, -10.1753]","[-70.812, -36.782, -52.003, -65.8561, -41.7007, -39.3206, -47.8645, -40.3089, -49.8362, -45.2744, -56.9211, -54.7852, -44.555, -54.9306, -36.782, -52.0215, -36.9541, -42.7289, -36.9541, -51.2177, -43.1729, -63.5806, -62.0751, -50.2189, -46.6333, -37.3857, -48.2982]",0.9418195785729925,0.09826612494893805,0.9209219313138911,"[0.8443617084173919, 0.10028181730374226, 0.8894928230992203, 0.9999999999999997]"
Brunei,[4.5353],[114.7277],0.30065536489393413,0.07425540143419203,0.9627670938010249,"[0.3002393165058884, 0.02895539124724405, 0.8945206658741871, 0.9999999999999997]"
Bulgaria,[42.7339],[25.4858],0.7257387257898172,0.14509371393745582,0.6769114442918586,"[0.7149146087921534, 0.09609327754448738, 0.6897955482371838, 0.9999999999999997]"
Burkina Faso,[12.2383],[-1.5616],0.5252952601495585,0.04831533496010514,0.8130455664613014,"[0.5206610949558041, 0.06431510012035828, 0.8393339516073739, 0.9999999999999998]"
Burma,[21.9162],[95.956],0.6972693793941005,0.08376505211632111,0.8991889320378815,"[0.6778177553989893, 0.053526798929398524, 0.8975303749194008, 0.9999999999999998]"
Burundi,[-3.3731],[29.9189],0.39866635250594246,0.009533524134962916,0.8763825068450004,"[0.35030986501851813, 0.044034924589357274, 0.885251937835525, 0.9999999999999998]"
Cabo Verde,[16.5388],[-23.0418],0.5572307694861953,0.03712946073597527,0.9813654009317739,"[0.5804381650984112, 0.030945639653986518, 0.9803908097124827, 0.9999999999999997]"
Cambodia,[11.55],[104.9167],0.3530842563679741,0.0,0.9635712130452743,"[0.35030986501851813, 0.044034924589357274, 0.885251937835525, 0.9999999999999998]"
Cameroon,[3.848],[11.5021],0.6056337781699099,0.06492181909113462,0.94646543313228,"[0.5735935257967075, 0.06704268418405628, 0.9345759704063837, 0.9999999999999998]"
Canada,"[53.9333, 53.7267, nan, nan, 53.7609, 46.5653, 53.1355, 64.8255, 44.682, 70.2998, 51.2538, 46.5107, 52.9399, nan, 52.9399, 64.2823]","[-116.5765, -127.6476, nan, nan, -98.8139, -66.4619, -57.6604, -124.8457, -63.7443, -83.1076, -85.3232, -63.4168, -73.5491, nan, -106.4509, -135.0]",0.7891287199756555,0.10442520807939298,0.882290644881232,"[0.7732171561812029, 0.08271742522512573, 0.9071579940674516, 0.9999999999999998]"
Central African Republic,[6.6111],[20.9394],0.5053865183610775,0.04948543435923124,0.4726632223946896,"[0.5300485605416027, 0.07353998709040152, 0.44762037858426035, 0.9999999999999997]"
Chad,[15.4542],[18.7322],0.4562441886395641,0.18373303562548937,0.8386547228591364,"[0.468963183958671, 0.08301060250978985, 0.7647924771588008, 0.9999999999999998]"
Chile,"[-23.6509, -38.9489, -18.594, -27.5661, -45.9864, -37.4464, -29.959, -41.9198, -40.231, -52.368, -35.5183, -33.4376, -36.7226, -34.5755, -19.9232, nan, -33.0472]","[-70.3975, -72.3311, -69.4785, -70.0503, -73.7669, -72.1416, -71.3389, -72.1416, -72.3311, -70.9863, -71.6885, -70.6505, -71.7622, -71.0022, -69.5132, nan, -71.6127]",0.79168686618069,0.10510441050741753,0.9596901979295351,"[0.7937047275759147, 0.08520853825115346, 0.9253527241771098, 0.9999999999999998]"
