Lat,Long_,Confirmed,Deaths,Recovered,State,Color,City,Country
50.331,4.8221,0.7085844645875143,0.0,0.0,"Namur, Belgium","[0.5254922203007897, 0.1492400511657308, 0.002478835418996051, 0.9999999999999998]",,
50.4,4.35,0.6853296845384658,0.0,0.0,"Walloon Brabant, Belgium","[0.5254922203007897, 0.1492400511657308, 0.002478835418996051, 0.9999999999999998]",,
51.0536,3.1458,0.7373684144479352,0.0,0.0,"West Flanders, Belgium","[0.5254922203007897, 0.1492400511657308, 0.002478835418996051, 0.9999999999999998]",,
17.1899,-88.4976,0.628161885075205,0.49817447104346596,0.6318089100990382,Belize,"[0.614703847366382, 0.4540483879767063, 0.6042305217483668, 0.9999999999999997]",,
9.3077,2.3158,0.5469356437164016,0.34345657797693113,0.5509160980628882,Benin,"[0.5380365878349704, 0.34130402661786635, 0.5322104635613932, 0.9999999999999996]",,
27.5142,90.4336,0.4441122666790177,0.0,0.41945680108047645,Bhutan,"[0.4603360253490056, 0.1533946299443506, 0.3115735640613363, 0.9999999999999997]",,
-16.2902,-63.5887,0.8112840020134384,0.823353362748216,0.8097628621027225,Bolivia,"[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
43.9159,17.6791,0.7863850029973802,0.7502729795614141,0.7728500584756414,Bosnia and Herzegovina,"[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-22.3285,24.6849,0.6494485440436147,0.33935472984380377,0.6454387098641855,Botswana,"[0.6148157763765943, 0.43786223567572624, 0.6105210469384851, 0.9999999999999996]",,
-9.0238,-70.812,0.7198699355980419,0.603007039890224,0.7155186131789512,"Acre, Brazil","[0.731187237932644, 0.5685394344314527, 0.7293424205589053, 0.9999999999999997]",,
-9.5713,-36.782,0.7821660492807062,0.7060336914154458,0.7905467236516248,"Alagoas, Brazil","[0.7878865428504341, 0.6756989330926848, 0.7836528717775912, 0.9999999999999997]",,
0.902,-52.003,0.7529888885131424,0.6165111045324454,0.7463199856938817,"Amapa, Brazil","[0.731187237932644, 0.5685394344314527, 0.7293424205589053, 0.9999999999999997]",,
-3.4168,-65.8561,0.8261406983518147,0.774163624241142,0.8273327863242448,"Amazonas, Brazil","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-12.5797,-41.7007,0.8868413263060675,0.823363183169394,0.8979878115255302,"Bahia, Brazil","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-5.4984,-39.3206,0.8607142661356252,0.8311483053811074,0.8584056184559249,"Ceara, Brazil","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-15.7998,-47.8645,0.8413767527848294,0.754203943945316,0.8508260668661124,"Distrito Federal, Brazil","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-19.1834,-40.3089,0.8406650831211173,0.7704988052534304,0.8471072217032547,"Espirito Santo, Brazil","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-15.827,-49.8362,0.8549758315773143,0.7962871924410276,0.8652856945088083,"Goias, Brazil","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-4.9609,-45.2744,0.8258415284861291,0.7592388728846872,0.8345565504311572,"Maranhao, Brazil","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-12.6819,-56.9211,0.8183633673909886,0.7584761198346804,0.826863423095316,"Mato Grosso, Brazil","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-20.7722,-54.7852,0.7991111017415625,0.7007641154760877,0.8022922436200023,"Mato Grosso do Sul, Brazil","[0.7878865428504341, 0.6756989330926848, 0.7836528717775912, 0.9999999999999997]",,
-18.5122,-44.555,0.8938420270201284,0.8476343148303617,0.9000957148744323,"Minas Gerais, Brazil","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-1.9981,-54.9306,0.851523550240134,0.8014899675850873,0.8598660197152806,"Para, Brazil","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-7.24,-36.782,0.8135654539408691,0.7411266725495025,0.8068624009390255,"Paraiba, Brazil","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-25.2521,-52.0215,0.8756282418512599,0.8108934604363172,0.8670413275105218,"Parana, Brazil","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-8.8137,-36.9541,0.8329727104693838,0.8280230357730873,0.8342152097575524,"Pernambuco, Brazil","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-7.7183,-42.7289,0.8029232315812519,0.717715863321715,0.813388785484815,"Piaui, Brazil","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-5.4026,-36.9541,0.7902229508458067,0.7222550899977942,0.7641103809894652,"Rio Grande do Norte, Brazil","[0.7878865428504341, 0.6756989330926848, 0.7836528717775912, 0.9999999999999997]",,
-30.0346,-51.2177,0.8807937618722348,0.8208439050930899,0.8903035967045972,"Rio Grande do Sul, Brazil","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-22.9068,-43.1729,0.8781573707583907,0.9158480419629296,0.8862105856615308,"Rio de Janeiro, Brazil","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-11.5057,-63.5806,0.7761777617393277,0.6775800965077977,0.7764908161612548,"Rondonia, Brazil","[0.7778440370480997, 0.668075586804476, 0.7667238869368145, 0.9999999999999997]",,
-2.7376,-62.0751,0.753399698603169,0.6017562620594917,0.7610434037332157,"Roraima, Brazil","[0.731187237932644, 0.5685394344314527, 0.7293424205589053, 0.9999999999999997]",,
-27.2423,-50.2189,0.8870101638102402,0.7736369343538205,0.8963649620195836,"Santa Catarina, Brazil","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-23.5505,-46.6333,0.9603218330718212,0.970265666240106,0.9659417006292379,"Sao Paulo, Brazil","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-10.5741,-37.3857,0.7874458906828404,0.7059615690139358,0.7901550973062064,"Sergipe, Brazil","[0.7878865428504341, 0.6756989330926848, 0.7836528717775912, 0.9999999999999997]",,
-10.1753,-48.2982,0.7719520334550237,0.6426614953447122,0.7758332976914502,"Tocantins, Brazil","[0.7778440370480997, 0.668075586804476, 0.7667238869368145, 0.9999999999999997]",,
4.5353,114.7277,0.3423896318006091,0.12507857437281802,0.34390187087436475,Brunei,"[0.4603360253490056, 0.1533946299443506, 0.3115735640613363, 0.9999999999999997]",,
42.7339,25.4858,0.8264792321077655,0.8067756156622322,0.8035306175300487,Bulgaria,"[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
12.2383,-1.5616,0.5982120118583694,0.4029370936126897,0.5879732707830923,Burkina Faso,"[0.6148157763765943, 0.43786223567572624, 0.6105210469384851, 0.9999999999999996]",,
21.9162,95.956,0.794058027738197,0.713269417364705,0.7958835178552327,Burma,"[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-3.3731,29.9189,0.45400562100049663,0.0991224250122894,0.44844257731366094,Burundi,"[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
16.5388,-23.0418,0.6345805206557874,0.4273240709089952,0.6422083964765452,Cabo Verde,"[0.6148157763765943, 0.43786223567572624, 0.6105210469384851, 0.9999999999999996]",,
11.55,104.9167,0.4020962292659278,0.0,0.4045587123012627,Cambodia,"[0.4603360253490056, 0.1533946299443506, 0.3115735640613363, 0.9999999999999997]",,
3.848,11.5021,0.6897023985810501,0.5510068697415058,0.6947407103207673,Cameroon,"[0.7157550414208713, 0.5574604980661806, 0.7100340794546958, 0.9999999999999997]",,
53.9333,-116.5765,0.7789230611948081,0.6273969887837133,0.778889145403909,"Alberta, Canada","[0.7778440370480997, 0.668075586804476, 0.7667238869368145, 0.9999999999999997]",,
53.7267,-127.6476,0.7343959726921265,0.6139471581190424,0.7308510421401819,"British Columbia, Canada","[0.731187237932644, 0.5685394344314527, 0.7293424205589053, 0.9999999999999997]",,
53.7609,-98.8139,0.6849497251252504,0.5883238203475492,0.6789953043509139,"Manitoba, Canada","[0.7157550414208713, 0.5574604980661806, 0.7100340794546958, 0.9999999999999997]",,
46.5653,-66.4619,0.4339716270489168,0.20775101513876137,0.43528760190956445,"New Brunswick, Canada","[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
53.1355,-57.6604,0.4036711549031411,0.14521172795235232,0.4064238918853654,"Newfoundland and Labrador, Canada","[0.4603360253490056, 0.1533946299443506, 0.3115735640613363, 0.9999999999999997]",,
64.8255,-124.8457,0.2176965965673033,0.0,0.22092556199185484,"Northwest Territories, Canada","[0.3909880310603744, 0.06983997510563471, 0.19616290812634096, 0.9999999999999997]",,
44.682,-63.7443,0.49460223843253204,0.3780120996984001,0.49759417906843423,"Nova Scotia, Canada","[0.5465293957867902, 0.3634380811347608, 0.5310684136322852, 0.9999999999999997]",,
70.2998,-83.1076,0.377872612454309,0.06253928718640901,0.3824413640170348,"Nunavut, Canada","[0.4603360253490056, 0.1533946299443506, 0.3115735640613363, 0.9999999999999997]",,
51.2538,-85.3232,0.8224106910809841,0.7612940235919575,0.8245213396654417,"Ontario, Canada","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
46.5107,-63.4168,0.30798438785022725,0.0,0.30884166844640615,"Prince Edward Island, Canada","[0.3909880310603744, 0.06983997510563471, 0.19616290812634096, 0.9999999999999997]",,
52.9399,-73.5491,0.8263995134694095,0.8156374651789122,0.8266204692671063,"Quebec, Canada","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
52.9399,-106.4509,0.6540396643171699,0.4573424873011238,0.6500264283870942,"Saskatchewan, Canada","[0.6710186758196153, 0.5085703971129534, 0.6628923408426822, 0.9999999999999997]",,
64.2823,-135.0,0.2780235392226265,0.06253928718640901,0.28101282019297835,"Yukon, Canada","[0.3909880310603744, 0.06983997510563471, 0.19616290812634096, 0.9999999999999997]",,
6.6111,20.9394,0.5755397180412404,0.3752357231184541,0.5190599748176696,Central African Republic,"[0.5465293957867902, 0.3634380811347608, 0.5310684136322852, 0.9999999999999997]",,
15.4542,18.7322,0.5195758931977723,0.4199041286693811,0.5109715517024144,Chad,"[0.5465293957867902, 0.3634380811347608, 0.5310684136322852, 0.9999999999999997]",,
-23.6509,-70.3975,0.6822566321327564,0.5751873760860446,0.6886345077973215,"Antofagasta, Chile","[0.7157550414208713, 0.5574604980661806, 0.7100340794546958, 0.9999999999999997]",,
-38.9489,-72.3311,0.6803920433660143,0.5190265536816705,0.6861301765997018,"Araucania, Chile","[0.6836126056146485, 0.5047827111319243, 0.6820563515003776, 0.9999999999999997]",,
-18.594,-69.4785,0.628778559279034,0.4898633580954042,0.6350619504229877,"Arica y Parinacota, Chile","[0.614703847366382, 0.4540483879767063, 0.6042305217483668, 0.9999999999999997]",,
-27.5661,-70.0503,0.6123516808050031,0.4273240709089952,0.6197860864440077,"Atacama, Chile","[0.6148157763765943, 0.43786223567572624, 0.6105210469384851, 0.9999999999999996]",,
-45.9864,-73.7669,0.4993884391786338,0.25015714874563605,0.500317933581448,"Aysen, Chile","[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
-37.4464,-72.1416,0.7295289944572769,0.6043520355221944,0.7351375956258757,"Biobio, Chile","[0.731187237932644, 0.5685394344314527, 0.7293424205589053, 0.9999999999999997]",,
-29.959,-71.3389,0.647375268791891,0.5152239599505243,0.6542271760252198,"Coquimbo, Chile","[0.6710186758196153, 0.5085703971129534, 0.6628923408426822, 0.9999999999999997]",,
-41.9198,-72.1416,0.6892246337391699,0.5044474683532281,0.6939671148257875,"Los Lagos, Chile","[0.6836126056146485, 0.5047827111319243, 0.6820563515003776, 0.9999999999999997]",,
-40.231,-72.3311,0.6172235107723499,0.4145952375242805,0.6197943036705726,"Los Rios, Chile","[0.6148157763765943, 0.43786223567572624, 0.6105210469384851, 0.9999999999999996]",,
-52.368,-70.9863,0.6592103247119677,0.49220699945980806,0.6658350532716302,"Magallanes, Chile","[0.6710186758196153, 0.5085703971129534, 0.6628923408426822, 0.9999999999999997]",,
-35.5183,-71.6885,0.6872085616240273,0.5719004080700256,0.6919754407046069,"Maule, Chile","[0.7157550414208713, 0.5574604980661806, 0.7100340794546958, 0.9999999999999997]",,
-33.4376,-70.6505,0.8574698625500045,0.8382314755629698,0.8668196793024892,"Metropolitana, Chile","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
-36.7226,-71.7622,0.6286047158887085,0.48664068982487213,0.6325907250941392,"Nuble, Chile","[0.614703847366382, 0.4540483879767063, 0.6042305217483668, 0.9999999999999997]",,
-34.5755,-71.0022,0.6755763123021047,0.576256949722979,0.6818683646656875,"OHiggins, Chile","[0.7157550414208713, 0.5574604980661806, 0.7100340794546958, 0.9999999999999997]",,
-19.9232,-69.5132,0.6547233502509663,0.5115656837391617,0.6601257232898585,"Tarapaca, Chile","[0.6710186758196153, 0.5085703971129534, 0.6628923408426822, 0.9999999999999997]",,
-33.0472,-71.6127,0.7100657064066661,0.64417670689163,0.7159754127170574,"Valparaiso, Chile","[0.731187237932644, 0.5685394344314527, 0.7293424205589053, 0.9999999999999997]",,
31.8257,117.2264,0.4667731164660828,0.1755699757047394,0.4732114365650048,"Anhui, China","[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
40.1824,116.4142,0.4665686893574158,0.20775101513876137,0.4702268626590018,"Beijing, China","[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
30.0572,107.874,0.43161019638429066,0.1755699757047394,0.4373116593279257,"Chongqing, China","[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
26.0789,117.9874,0.42256295147476497,0.06253928718640901,0.42500898993223307,"Fujian, China","[0.4603360253490056, 0.1533946299443506, 0.3115735640613363, 0.9999999999999997]",,
35.7518,104.2861,0.3523240618903054,0.0991224250122894,0.35679564563271626,"Gansu, China","[0.4603360253490056, 0.1533946299443506, 0.3115735640613363, 0.9999999999999997]",,
23.3417,113.4244,0.5157944784835105,0.1982448500245788,0.5221279440982117,"Guangdong, China","[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
23.8298,108.7881,0.3773641044174198,0.0991224250122894,0.38217989937777347,"Guangxi, China","[0.4603360253490056, 0.1533946299443506, 0.3115735640613363, 0.9999999999999997]",,
26.8154,106.8748,0.3379677140441871,0.0991224250122894,0.3420467745730219,"Guizhou, China","[0.4603360253490056, 0.1533946299443506, 0.3115735640613363, 0.9999999999999997]",,
19.1959,109.7453,0.34813148733289945,0.1755699757047394,0.3508581369660047,"Hainan, China","[0.4603360253490056, 0.1533946299443506, 0.3115735640613363, 0.9999999999999997]",,
37.8957,114.9042,0.4008454175186338,0.1755699757047394,0.40549763781673825,"Hebei, China","[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
47.862,127.7615,0.46505037303391533,0.23810926289114842,0.47029945323668476,"Heilongjiang, China","[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
33.882,113.614,0.4849241494594167,0.28290034027536365,0.4905683334094689,"Henan, China","[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
22.3,114.2,0.6152076382135162,0.4526846727641152,0.6165642500047739,"Hong Kong, China","[0.614703847366382, 0.4540483879767063, 0.6042305217483668, 0.9999999999999997]",,
30.9756,112.2707,0.7526997302144387,0.7592188828282224,0.7591626005063529,"Hubei, China","[0.8140513735878275, 0.7365599868881277, 0.7205852213574431, 0.9999999999999997]",,
27.6104,111.7088,0.46865188311918327,0.14521172795235232,0.47526651179078416,"Hunan, China","[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
44.0935,113.9448,0.3992024723472545,0.06253928718640901,0.40046864537076277,"Inner Mongolia, China","[0.4603360253490056, 0.1533946299443506, 0.3115735640613363, 0.9999999999999997]",,
32.9711,119.455,0.4415927597052687,0.0,0.44794195959599253,"Jiangsu, China","[0.4603360253490056, 0.1533946299443506, 0.3115735640613363, 0.9999999999999997]",,
27.614,115.7221,0.4627070086844202,0.06253928718640901,0.46949670274292576,"Jiangxi, China","[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
43.6661,126.1923,0.3423896318006091,0.0991224250122894,0.3465937603931115,"Jilin, China","[0.4603360253490056, 0.1533946299443506, 0.3115735640613363, 0.9999999999999997]",,
41.2956,122.6085,0.398645833400133,0.0991224250122894,0.3886738087086429,"Liaoning, China","[0.4603360253490056, 0.1533946299443506, 0.3115735640613363, 0.9999999999999997]",,
22.1667,113.55,0.2603902961085379,0.0,0.2642525120378681,"Macau, China","[0.3909880310603744, 0.06983997510563471, 0.19616290812634096, 0.9999999999999997]",,
37.2692,106.1655,0.29289291048047383,0.0,0.29723721854936613,"Ningxia, China","[0.3909880310603744, 0.06983997510563471, 0.19616290812634096, 0.9999999999999997]",,
35.7452,95.9956,0.1991360895665756,0.0,0.20208975792028402,"Qinghai, China","[0.3169486463197222, 0.04086760682310038, 0.04205660078775685, 0.9999999999999997]",,
35.1917,108.8701,0.42177347266223414,0.12507857437281802,0.42528913066728385,"Shaanxi, China","[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
36.3427,118.1498,0.4572936202877821,0.18761786155922705,0.4628743533165565,"Shandong, China","[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
31.202,121.4491,0.4958087744006401,0.18761786155922705,0.49841789848010776,"Shanghai, China","[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
37.5777,112.2922,0.366297641902661,0.0,0.3708094383851197,"Shanxi, China","[0.4603360253490056, 0.1533946299443506, 0.3115735640613363, 0.9999999999999997]",,
30.6171,102.7103,0.4565062860141284,0.12507857437281802,0.46090620742647065,"Sichuan, China","[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
39.3054,117.323,0.3888386360512683,0.12507857437281802,0.3917040020146646,"Tianjin, China","[0.4603360253490056, 0.1533946299443506, 0.3115735640613363, 0.9999999999999997]",,
31.6927,88.0924,0.046878410456949106,0.0,0.04757373031454104,"Tibet, China","[0.3021202312724159, 0.03501517446154928, 0.007311808237417976, 0.9999999999999997]",,
41.1129,85.2401,0.4658827681605395,0.12507857437281802,0.47258272024677417,"Xinjiang, China","[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
24.974,101.487,0.36807751436845865,0.0991224250122894,0.3689289266475297,"Yunnan, China","[0.4603360253490056, 0.1533946299443506, 0.3115735640613363, 0.9999999999999997]",,
29.1832,120.0934,0.4852873407825999,0.06253928718640901,0.4917992364590843,"Zhejiang, China","[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
-1.4429,-71.5724,0.5471018139481324,0.43635411291572723,0.5518953341714316,"Amazonas, Colombia","[0.6065211500493085, 0.4508081151003902, 0.5376839487268757, 0.9999999999999997]",,
7.1986,-75.3412,0.844764629736074,0.7656979826983932,0.8524884902608385,"Antioquia, Colombia","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
7.0762,-70.7105,0.5705067394478996,0.44257900298922054,0.5743482519191137,"Arauca, Colombia","[0.6065211500493085, 0.4508081151003902, 0.5376839487268757, 0.9999999999999997]",,
10.6966,-74.8741,0.7752790342301963,0.7350639309125911,0.7816415973813166,"Atlantico, Colombia","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
8.6704,-74.03,0.7351604242136289,0.6331553302305296,0.7419772381631468,"Bolivar, Colombia","[0.7778440370480997, 0.668075586804476, 0.7667238869368145, 0.9999999999999997]",,
5.4545,-73.362,0.6955158890361284,0.5817089418013044,0.6991404535719671,"Boyaca, Colombia","[0.7157550414208713, 0.5574604980661806, 0.7100340794546958, 0.9999999999999997]",,
5.2983,-75.2479,0.703433658765542,0.5845243065501615,0.7083379387389059,"Caldas, Colombia","[0.7157550414208713, 0.5574604980661806, 0.7100340794546958, 0.9999999999999997]",,
4.711,-74.0721,0.8843258955644009,0.8304156829729139,0.8908548415656063,"Capital District, Colombia","[0.8189712950683172, 0.7407034168701525, 0.809875968991345, 0.9999999999999996]",,
0.8699,-73.8419,0.6508186239133903,0.5666494649805358,0.6539180116069574,"Caqueta, Colombia","[0.6710186758196153, 0.5085703971129534, 0.6628923408426822, 0.9999999999999997]",,
5.7589,-71.5724,0.6149798977908028,0.4700265105932936,0.6186174959660621,"Casanare, Colombia","[0.614703847366382, 0.4540483879767063, 0.6042305217483668, 0.9999999999999997]",,
2.705,-76.826,0.6661879508141786,0.5621459330541215,0.6689438512109345,"Cauca, Colombia","[0.6710186758196153, 0.5085703971129534, 0.6628923408426822, 0.9999999999999997]",,
9.3373,-73.6536,0.7052192453418148,0.623253045416284,0.7098633094737298,"Cesar, Colombia","[0.731187237932644, 0.5685394344314527, 0.7293424205589053, 0.9999999999999997]",,
5.2528,-76.826,0.5746344799232279,0.4633780276314917,0.5796357360404527,"Choco, Colombia","[0.614703847366382, 0.4540483879767063, 0.6042305217483668, 0.9999999999999997]",,
8.0493,-75.574,0.6964000002754962,0.6701149668658634,0.701778513797712,"Cordoba, Colombia","[0.7778440370480997, 0.668075586804476, 0.7667238869368145, 0.9999999999999997]",,
5.026,-74.03,0.7528177214154588,0.6730717011287595,0.7580283916633556,"Cundinamarca, Colombia","[0.7778440370480997, 0.668075586804476, 0.7667238869368145, 0.9999999999999997]",,
2.5854,-68.5247,0.48150985981547856,0.27469240071702883,0.4869653786612694,"Guainia, Colombia","[0.4657256005582634, 0.22976109667904562, 0.45974519396387936, 0.9999999999999997]",,
